symbol,session_date,scenario,cost_model,reason
PG,2026-07-27,intended_deployment,stressed,max_concurrent_positions
ORCL,2026-07-27,intended_deployment,stressed,max_concurrent_positions
BA,2026-07-27,intended_deployment,stressed,max_concurrent_positions
T,2026-07-27,intended_deployment,stressed,max_concurrent_positions
XLE,2026-07-27,intended_deployment,stressed,max_concurrent_positions
GM,2026-07-27,intended_deployment,stressed,max_concurrent_positions
MDLZ,2026-07-27,intended_deployment,stressed,max_concurrent_positions
BA,2026-07-28,research_fidelity,zero,max_gross_exposure
KO,2026-07-28,research_fidelity,zero,max_gross_exposure
RTX,2026-07-28,research_fidelity,zero,max_gross_exposure
XLP,2026-07-28,research_fidelity,zero,max_gross_exposure
SHW,2026-07-28,research_fidelity,zero,max_gross_exposure
GM,2026-07-28,research_fidelity,zero,max_gross_exposure
PG,2026-07-28,research_fidelity,zero,max_gross_exposure
CSCO,2026-07-28,research_fidelity,zero,max_gross_exposure
AMD,2026-07-28,research_fidelity,zero,max_gross_exposure
PM,2026-07-28,research_fidelity,zero,max_gross_exposure
SPGI,2026-07-28,research_fidelity,zero,max_gross_exposure
XLF,2026-07-28,research_fidelity,zero,max_gross_exposure
WFC,2026-07-28,research_fidelity,zero,max_gross_exposure
MA,2026-07-28,research_fidelity,zero,max_gross_exposure
COST,2026-07-28,research_fidelity,zero,max_gross_exposure
LIN,2026-07-28,research_fidelity,zero,max_gross_exposure
ETN,2026-07-28,research_fidelity,zero,max_gross_exposure
DIS,2026-07-28,research_fidelity,zero,max_gross_exposure
AMZN,2026-07-28,research_fidelity,zero,max_gross_exposure
BA,2026-07-28,research_fidelity,baseline,max_gross_exposure
KO,2026-07-28,research_fidelity,baseline,max_gross_exposure
RTX,2026-07-28,research_fidelity,baseline,max_gross_exposure
XLP,2026-07-28,research_fidelity,baseline,max_gross_exposure
SHW,2026-07-28,research_fidelity,baseline,max_gross_exposure
GM,2026-07-28,research_fidelity,baseline,max_gross_exposure
PG,2026-07-28,research_fidelity,baseline,max_gross_exposure
CSCO,2026-07-28,research_fidelity,baseline,max_gross_exposure
AMD,2026-07-28,research_fidelity,baseline,max_gross_exposure
PM,2026-07-28,research_fidelity,baseline,max_gross_exposure
SPGI,2026-07-28,research_fidelity,baseline,max_gross_exposure
XLF,2026-07-28,research_fidelity,baseline,max_gross_exposure
WFC,2026-07-28,research_fidelity,baseline,max_gross_exposure
MA,2026-07-28,research_fidelity,baseline,max_gross_exposure
COST,2026-07-28,research_fidelity,baseline,max_gross_exposure
LIN,2026-07-28,research_fidelity,baseline,max_gross_exposure
ETN,2026-07-28,research_fidelity,baseline,max_gross_exposure
DIS,2026-07-28,research_fidelity,baseline,max_gross_exposure
AMZN,2026-07-28,research_fidelity,baseline,max_gross_exposure
BA,2026-07-28,research_fidelity,stressed,max_gross_exposure
KO,2026-07-28,research_fidelity,stressed,max_gross_exposure
RTX,2026-07-28,research_fidelity,stressed,max_gross_exposure
XLP,2026-07-28,research_fidelity,stressed,max_gross_exposure
SHW,2026-07-28,research_fidelity,stressed,max_gross_exposure
GM,2026-07-28,research_fidelity,stressed,max_gross_exposure
PG,2026-07-28,research_fidelity,stressed,max_gross_exposure
CSCO,2026-07-28,research_fidelity,stressed,max_gross_exposure
AMD,2026-07-28,research_fidelity,stressed,max_gross_exposure
PM,2026-07-28,research_fidelity,stressed,max_gross_exposure
SPGI,2026-07-28,research_fidelity,stressed,max_gross_exposure
XLF,2026-07-28,research_fidelity,stressed,max_gross_exposure
WFC,2026-07-28,research_fidelity,stressed,max_gross_exposure
MA,2026-07-28,research_fidelity,stressed,max_gross_exposure
COST,2026-07-28,research_fidelity,stressed,max_gross_exposure
LIN,2026-07-28,research_fidelity,stressed,max_gross_exposure
ETN,2026-07-28,research_fidelity,stressed,max_gross_exposure
DIS,2026-07-28,research_fidelity,stressed,max_gross_exposure
AMZN,2026-07-28,research_fidelity,stressed,max_gross_exposure
SHW,2026-07-28,intended_deployment,zero,max_concurrent_positions
GM,2026-07-28,intended_deployment,zero,max_concurrent_positions
PG,2026-07-28,intended_deployment,zero,max_concurrent_positions
CSCO,2026-07-28,intended_deployment,zero,max_concurrent_positions
AMD,2026-07-28,intended_deployment,zero,max_concurrent_positions
PM,2026-07-28,intended_deployment,zero,max_concurrent_positions
SPGI,2026-07-28,intended_deployment,zero,max_concurrent_positions
XLF,2026-07-28,intended_deployment,zero,max_concurrent_positions
WFC,2026-07-28,intended_deployment,zero,max_concurrent_positions
MA,2026-07-28,intended_deployment,zero,max_concurrent_positions
COST,2026-07-28,intended_deployment,zero,max_concurrent_positions
LIN,2026-07-28,intended_deployment,zero,max_concurrent_positions
ETN,2026-07-28,intended_deployment,zero,max_concurrent_positions
DIS,2026-07-28,intended_deployment,zero,max_concurrent_positions
AMZN,2026-07-28,intended_deployment,zero,max_concurrent_positions
XLP,2026-07-28,intended_deployment,baseline,max_gross_exposure
SHW,2026-07-28,intended_deployment,baseline,max_gross_exposure
GM,2026-07-28,intended_deployment,baseline,max_gross_exposure
PG,2026-07-28,intended_deployment,baseline,max_gross_exposure
CSCO,2026-07-28,intended_deployment,baseline,max_gross_exposure
AMD,2026-07-28,intended_deployment,baseline,max_gross_exposure
PM,2026-07-28,intended_deployment,baseline,max_gross_exposure
SPGI,2026-07-28,intended_deployment,baseline,max_gross_exposure
XLF,2026-07-28,intended_deployment,baseline,max_gross_exposure
WFC,2026-07-28,intended_deployment,baseline,max_gross_exposure
MA,2026-07-28,intended_deployment,baseline,max_gross_exposure
COST,2026-07-28,intended_deployment,baseline,max_gross_exposure
LIN,2026-07-28,intended_deployment,baseline,max_gross_exposure
ETN,2026-07-28,intended_deployment,baseline,max_gross_exposure
DIS,2026-07-28,intended_deployment,baseline,max_gross_exposure
AMZN,2026-07-28,intended_deployment,baseline,max_gross_exposure
SHW,2026-07-28,intended_deployment,stressed,max_concurrent_positions
GM,2026-07-28,intended_deployment,stressed,max_concurrent_positions
PG,2026-07-28,intended_deployment,stressed,max_concurrent_positions
CSCO,2026-07-28,intended_deployment,stressed,max_concurrent_positions
AMD,2026-07-28,intended_deployment,stressed,max_concurrent_positions
PM,2026-07-28,intended_deployment,stressed,max_concurrent_positions
SPGI,2026-07-28,intended_deployment,stressed,max_concurrent_positions
XLF,2026-07-28,intended_deployment,stressed,max_concurrent_positions
WFC,2026-07-28,intended_deployment,stressed,max_concurrent_positions
MA,2026-07-28,intended_deployment,stressed,max_concurrent_positions
COST,2026-07-28,intended_deployment,stressed,max_concurrent_positions
LIN,2026-07-28,intended_deployment,stressed,max_concurrent_positions
ETN,2026-07-28,intended_deployment,stressed,max_concurrent_positions
DIS,2026-07-28,intended_deployment,stressed,max_concurrent_positions
AMZN,2026-07-28,intended_deployment,stressed,max_concurrent_positions
MDLZ,2026-07-29,research_fidelity,zero,max_gross_exposure
PG,2026-07-29,research_fidelity,zero,max_gross_exposure
CL,2026-07-29,research_fidelity,zero,max_gross_exposure
AMT,2026-07-29,research_fidelity,zero,max_gross_exposure
CAT,2026-07-29,research_fidelity,zero,max_gross_exposure
XLK,2026-07-29,research_fidelity,zero,max_gross_exposure
NET,2026-07-29,research_fidelity,zero,max_gross_exposure
EOG,2026-07-29,research_fidelity,zero,max_gross_exposure
MRVL,2026-07-29,research_fidelity,zero,max_gross_exposure
BKNG,2026-07-29,research_fidelity,zero,max_gross_exposure
V,2026-07-29,research_fidelity,zero,max_gross_exposure
DIA,2026-07-29,research_fidelity,zero,max_gross_exposure
MO,2026-07-29,research_fidelity,zero,max_gross_exposure
IWM,2026-07-29,research_fidelity,zero,max_gross_exposure
MU,2026-07-29,research_fidelity,zero,max_gross_exposure
XLV,2026-07-29,research_fidelity,zero,max_gross_exposure
BMY,2026-07-29,research_fidelity,zero,max_gross_exposure
CRM,2026-07-29,research_fidelity,zero,max_gross_exposure
HD,2026-07-29,research_fidelity,zero,max_gross_exposure
MDLZ,2026-07-29,research_fidelity,baseline,max_gross_exposure
PG,2026-07-29,research_fidelity,baseline,max_gross_exposure
CL,2026-07-29,research_fidelity,baseline,max_gross_exposure
AMT,2026-07-29,research_fidelity,baseline,max_gross_exposure
CAT,2026-07-29,research_fidelity,baseline,max_gross_exposure
XLK,2026-07-29,research_fidelity,baseline,max_gross_exposure
NET,2026-07-29,research_fidelity,baseline,max_gross_exposure
EOG,2026-07-29,research_fidelity,baseline,max_gross_exposure
MRVL,2026-07-29,research_fidelity,baseline,max_gross_exposure
BKNG,2026-07-29,research_fidelity,baseline,max_gross_exposure
V,2026-07-29,research_fidelity,baseline,max_gross_exposure
DIA,2026-07-29,research_fidelity,baseline,max_gross_exposure
MO,2026-07-29,research_fidelity,baseline,max_gross_exposure
IWM,2026-07-29,research_fidelity,baseline,max_gross_exposure
MU,2026-07-29,research_fidelity,baseline,max_gross_exposure
XLV,2026-07-29,research_fidelity,baseline,max_gross_exposure
BMY,2026-07-29,research_fidelity,baseline,max_gross_exposure
CRM,2026-07-29,research_fidelity,baseline,max_gross_exposure
HD,2026-07-29,research_fidelity,baseline,max_gross_exposure
MDLZ,2026-07-29,research_fidelity,stressed,max_gross_exposure
PG,2026-07-29,research_fidelity,stressed,max_gross_exposure
CL,2026-07-29,research_fidelity,stressed,max_gross_exposure
AMT,2026-07-29,research_fidelity,stressed,max_gross_exposure
CAT,2026-07-29,research_fidelity,stressed,max_gross_exposure
XLK,2026-07-29,research_fidelity,stressed,max_gross_exposure
NET,2026-07-29,research_fidelity,stressed,max_gross_exposure
EOG,2026-07-29,research_fidelity,stressed,max_gross_exposure
MRVL,2026-07-29,research_fidelity,stressed,max_gross_exposure
BKNG,2026-07-29,research_fidelity,stressed,max_gross_exposure
V,2026-07-29,research_fidelity,stressed,max_gross_exposure
DIA,2026-07-29,research_fidelity,stressed,max_gross_exposure
MO,2026-07-29,research_fidelity,stressed,max_gross_exposure
IWM,2026-07-29,research_fidelity,stressed,max_gross_exposure
MU,2026-07-29,research_fidelity,stressed,max_gross_exposure
XLV,2026-07-29,research_fidelity,stressed,max_gross_exposure
BMY,2026-07-29,research_fidelity,stressed,max_gross_exposure
CRM,2026-07-29,research_fidelity,stressed,max_gross_exposure
HD,2026-07-29,research_fidelity,stressed,max_gross_exposure
CAT,2026-07-29,intended_deployment,zero,max_concurrent_positions
XLK,2026-07-29,intended_deployment,zero,max_concurrent_positions
NET,2026-07-29,intended_deployment,zero,max_concurrent_positions
EOG,2026-07-29,intended_deployment,zero,max_concurrent_positions
MRVL,2026-07-29,intended_deployment,zero,max_concurrent_positions
BKNG,2026-07-29,intended_deployment,zero,max_concurrent_positions
V,2026-07-29,intended_deployment,zero,max_concurrent_positions
DIA,2026-07-29,intended_deployment,zero,max_concurrent_positions
MO,2026-07-29,intended_deployment,zero,max_concurrent_positions
IWM,2026-07-29,intended_deployment,zero,max_concurrent_positions
MU,2026-07-29,intended_deployment,zero,max_concurrent_positions
XLV,2026-07-29,intended_deployment,zero,max_concurrent_positions
BMY,2026-07-29,intended_deployment,zero,max_concurrent_positions
CRM,2026-07-29,intended_deployment,zero,max_concurrent_positions
HD,2026-07-29,intended_deployment,zero,max_concurrent_positions
CAT,2026-07-29,intended_deployment,baseline,max_concurrent_positions
XLK,2026-07-29,intended_deployment,baseline,max_concurrent_positions
NET,2026-07-29,intended_deployment,baseline,max_concurrent_positions
EOG,2026-07-29,intended_deployment,baseline,max_concurrent_positions
MRVL,2026-07-29,intended_deployment,baseline,max_concurrent_positions
BKNG,2026-07-29,intended_deployment,baseline,max_concurrent_positions
V,2026-07-29,intended_deployment,baseline,max_concurrent_positions
DIA,2026-07-29,intended_deployment,baseline,max_concurrent_positions
MO,2026-07-29,intended_deployment,baseline,max_concurrent_positions
IWM,2026-07-29,intended_deployment,baseline,max_concurrent_positions
MU,2026-07-29,intended_deployment,baseline,max_concurrent_positions
XLV,2026-07-29,intended_deployment,baseline,max_concurrent_positions
BMY,2026-07-29,intended_deployment,baseline,max_concurrent_positions
CRM,2026-07-29,intended_deployment,baseline,max_concurrent_positions
HD,2026-07-29,intended_deployment,baseline,max_concurrent_positions
CAT,2026-07-29,intended_deployment,stressed,max_concurrent_positions
XLK,2026-07-29,intended_deployment,stressed,max_concurrent_positions
NET,2026-07-29,intended_deployment,stressed,max_concurrent_positions
EOG,2026-07-29,intended_deployment,stressed,max_concurrent_positions
MRVL,2026-07-29,intended_deployment,stressed,max_concurrent_positions
BKNG,2026-07-29,intended_deployment,stressed,max_concurrent_positions
V,2026-07-29,intended_deployment,stressed,max_concurrent_positions
DIA,2026-07-29,intended_deployment,stressed,max_concurrent_positions
MO,2026-07-29,intended_deployment,stressed,max_concurrent_positions
IWM,2026-07-29,intended_deployment,stressed,max_concurrent_positions
MU,2026-07-29,intended_deployment,stressed,max_concurrent_positions
XLV,2026-07-29,intended_deployment,stressed,max_concurrent_positions
BMY,2026-07-29,intended_deployment,stressed,max_concurrent_positions
CRM,2026-07-29,intended_deployment,stressed,max_concurrent_positions
HD,2026-07-29,intended_deployment,stressed,max_concurrent_positions
MSFT,2026-07-30,research_fidelity,zero,max_gross_exposure
ARM,2026-07-30,research_fidelity,zero,max_gross_exposure
MO,2026-07-30,research_fidelity,zero,max_gross_exposure
BMY,2026-07-30,research_fidelity,zero,max_gross_exposure
AMT,2026-07-30,research_fidelity,zero,max_gross_exposure
ETN,2026-07-30,research_fidelity,zero,max_gross_exposure
META,2026-07-30,research_fidelity,zero,max_gross_exposure
QCOM,2026-07-30,research_fidelity,zero,max_gross_exposure
FCX,2026-07-30,research_fidelity,zero,max_gross_exposure
XLK,2026-07-30,research_fidelity,zero,max_gross_exposure
MA,2026-07-30,research_fidelity,zero,max_gross_exposure
CMG,2026-07-30,research_fidelity,zero,max_gross_exposure
XLP,2026-07-30,research_fidelity,zero,max_gross_exposure
CRM,2026-07-30,research_fidelity,zero,max_gross_exposure
MRVL,2026-07-30,research_fidelity,zero,max_gross_exposure
AMD,2026-07-30,research_fidelity,zero,max_gross_exposure
AMZN,2026-07-30,research_fidelity,zero,max_gross_exposure
BKNG,2026-07-30,research_fidelity,zero,max_gross_exposure
XLRE,2026-07-30,research_fidelity,zero,max_gross_exposure
MSFT,2026-07-30,research_fidelity,baseline,max_gross_exposure
ARM,2026-07-30,research_fidelity,baseline,max_gross_exposure
MO,2026-07-30,research_fidelity,baseline,max_gross_exposure
BMY,2026-07-30,research_fidelity,baseline,max_gross_exposure
AMT,2026-07-30,research_fidelity,baseline,max_gross_exposure
ETN,2026-07-30,research_fidelity,baseline,max_gross_exposure
META,2026-07-30,research_fidelity,baseline,max_gross_exposure
QCOM,2026-07-30,research_fidelity,baseline,max_gross_exposure
FCX,2026-07-30,research_fidelity,baseline,max_gross_exposure
XLK,2026-07-30,research_fidelity,baseline,max_gross_exposure
MA,2026-07-30,research_fidelity,baseline,max_gross_exposure
CMG,2026-07-30,research_fidelity,baseline,max_gross_exposure
XLP,2026-07-30,research_fidelity,baseline,max_gross_exposure
CRM,2026-07-30,research_fidelity,baseline,max_gross_exposure
MRVL,2026-07-30,research_fidelity,baseline,max_gross_exposure
AMD,2026-07-30,research_fidelity,baseline,max_gross_exposure
AMZN,2026-07-30,research_fidelity,baseline,max_gross_exposure
BKNG,2026-07-30,research_fidelity,baseline,max_gross_exposure
XLRE,2026-07-30,research_fidelity,baseline,max_gross_exposure
MSFT,2026-07-30,research_fidelity,stressed,max_gross_exposure
ARM,2026-07-30,research_fidelity,stressed,max_gross_exposure
MO,2026-07-30,research_fidelity,stressed,max_gross_exposure
BMY,2026-07-30,research_fidelity,stressed,max_gross_exposure
AMT,2026-07-30,research_fidelity,stressed,max_gross_exposure
ETN,2026-07-30,research_fidelity,stressed,max_gross_exposure
META,2026-07-30,research_fidelity,stressed,max_gross_exposure
QCOM,2026-07-30,research_fidelity,stressed,max_gross_exposure
FCX,2026-07-30,research_fidelity,stressed,max_gross_exposure
XLK,2026-07-30,research_fidelity,stressed,max_gross_exposure
MA,2026-07-30,research_fidelity,stressed,max_gross_exposure
CMG,2026-07-30,research_fidelity,stressed,max_gross_exposure
XLP,2026-07-30,research_fidelity,stressed,max_gross_exposure
CRM,2026-07-30,research_fidelity,stressed,max_gross_exposure
MRVL,2026-07-30,research_fidelity,stressed,max_gross_exposure
AMD,2026-07-30,research_fidelity,stressed,max_gross_exposure
AMZN,2026-07-30,research_fidelity,stressed,max_gross_exposure
BKNG,2026-07-30,research_fidelity,stressed,max_gross_exposure
XLRE,2026-07-30,research_fidelity,stressed,max_gross_exposure
BMY,2026-07-30,intended_deployment,zero,max_gross_exposure
AMT,2026-07-30,intended_deployment,zero,max_gross_exposure
ETN,2026-07-30,intended_deployment,zero,max_gross_exposure
META,2026-07-30,intended_deployment,zero,max_gross_exposure
QCOM,2026-07-30,intended_deployment,zero,max_gross_exposure
FCX,2026-07-30,intended_deployment,zero,max_gross_exposure
XLK,2026-07-30,intended_deployment,zero,max_gross_exposure
MA,2026-07-30,intended_deployment,zero,max_gross_exposure
CMG,2026-07-30,intended_deployment,zero,max_gross_exposure
XLP,2026-07-30,intended_deployment,zero,max_gross_exposure
CRM,2026-07-30,intended_deployment,zero,max_gross_exposure
MRVL,2026-07-30,intended_deployment,zero,max_gross_exposure
AMD,2026-07-30,intended_deployment,zero,max_gross_exposure
AMZN,2026-07-30,intended_deployment,zero,max_gross_exposure
BKNG,2026-07-30,intended_deployment,zero,max_gross_exposure
XLRE,2026-07-30,intended_deployment,zero,max_gross_exposure
AMT,2026-07-30,intended_deployment,baseline,max_concurrent_positions
ETN,2026-07-30,intended_deployment,baseline,max_concurrent_positions
META,2026-07-30,intended_deployment,baseline,max_concurrent_positions
QCOM,2026-07-30,intended_deployment,baseline,max_concurrent_positions
FCX,2026-07-30,intended_deployment,baseline,max_concurrent_positions
XLK,2026-07-30,intended_deployment,baseline,max_concurrent_positions
MA,2026-07-30,intended_deployment,baseline,max_concurrent_positions
CMG,2026-07-30,intended_deployment,baseline,max_concurrent_positions
XLP,2026-07-30,intended_deployment,baseline,max_concurrent_positions
CRM,2026-07-30,intended_deployment,baseline,max_concurrent_positions
MRVL,2026-07-30,intended_deployment,baseline,max_concurrent_positions
AMD,2026-07-30,intended_deployment,baseline,max_concurrent_positions
AMZN,2026-07-30,intended_deployment,baseline,max_concurrent_positions
BKNG,2026-07-30,intended_deployment,baseline,max_concurrent_positions
XLRE,2026-07-30,intended_deployment,baseline,max_concurrent_positions
BMY,2026-07-30,intended_deployment,stressed,max_gross_exposure
AMT,2026-07-30,intended_deployment,stressed,max_gross_exposure
ETN,2026-07-30,intended_deployment,stressed,max_gross_exposure
META,2026-07-30,intended_deployment,stressed,max_gross_exposure
QCOM,2026-07-30,intended_deployment,stressed,max_gross_exposure
FCX,2026-07-30,intended_deployment,stressed,max_gross_exposure
XLK,2026-07-30,intended_deployment,stressed,max_gross_exposure
MA,2026-07-30,intended_deployment,stressed,max_gross_exposure
CMG,2026-07-30,intended_deployment,stressed,max_gross_exposure
XLP,2026-07-30,intended_deployment,stressed,max_gross_exposure
CRM,2026-07-30,intended_deployment,stressed,max_gross_exposure
MRVL,2026-07-30,intended_deployment,stressed,max_gross_exposure
AMD,2026-07-30,intended_deployment,stressed,max_gross_exposure
AMZN,2026-07-30,intended_deployment,stressed,max_gross_exposure
BKNG,2026-07-30,intended_deployment,stressed,max_gross_exposure
XLRE,2026-07-30,intended_deployment,stressed,max_gross_exposure
LIN,2026-07-31,research_fidelity,zero,max_gross_exposure
AAPL,2026-07-31,research_fidelity,zero,max_gross_exposure
TGT,2026-07-31,research_fidelity,zero,max_gross_exposure
ABBV,2026-07-31,research_fidelity,zero,max_gross_exposure
SOXX,2026-07-31,research_fidelity,zero,max_gross_exposure
AMZN,2026-07-31,research_fidelity,zero,max_gross_exposure
MRNA,2026-07-31,research_fidelity,zero,max_gross_exposure
XLK,2026-07-31,research_fidelity,zero,max_gross_exposure
GLD,2026-07-31,research_fidelity,zero,max_gross_exposure
META,2026-07-31,research_fidelity,zero,max_gross_exposure
EBAY,2026-07-31,research_fidelity,zero,max_gross_exposure
ETN,2026-07-31,research_fidelity,zero,max_gross_exposure
CL,2026-07-31,research_fidelity,zero,max_gross_exposure
MA,2026-07-31,research_fidelity,zero,max_gross_exposure
APP,2026-07-31,research_fidelity,zero,max_gross_exposure
DVN,2026-07-31,research_fidelity,zero,max_gross_exposure
XLRE,2026-07-31,research_fidelity,zero,max_gross_exposure
MDLZ,2026-07-31,research_fidelity,zero,max_gross_exposure
MRVL,2026-07-31,research_fidelity,zero,max_gross_exposure
LIN,2026-07-31,research_fidelity,baseline,max_gross_exposure
AAPL,2026-07-31,research_fidelity,baseline,max_gross_exposure
TGT,2026-07-31,research_fidelity,baseline,max_gross_exposure
ABBV,2026-07-31,research_fidelity,baseline,max_gross_exposure
SOXX,2026-07-31,research_fidelity,baseline,max_gross_exposure
AMZN,2026-07-31,research_fidelity,baseline,max_gross_exposure
MRNA,2026-07-31,research_fidelity,baseline,max_gross_exposure
XLK,2026-07-31,research_fidelity,baseline,max_gross_exposure
GLD,2026-07-31,research_fidelity,baseline,max_gross_exposure
META,2026-07-31,research_fidelity,baseline,max_gross_exposure
EBAY,2026-07-31,research_fidelity,baseline,max_gross_exposure
ETN,2026-07-31,research_fidelity,baseline,max_gross_exposure
CL,2026-07-31,research_fidelity,baseline,max_gross_exposure
MA,2026-07-31,research_fidelity,baseline,max_gross_exposure
APP,2026-07-31,research_fidelity,baseline,max_gross_exposure
DVN,2026-07-31,research_fidelity,baseline,max_gross_exposure
XLRE,2026-07-31,research_fidelity,baseline,max_gross_exposure
MDLZ,2026-07-31,research_fidelity,baseline,max_gross_exposure
MRVL,2026-07-31,research_fidelity,baseline,max_gross_exposure
LIN,2026-07-31,research_fidelity,stressed,max_gross_exposure
AAPL,2026-07-31,research_fidelity,stressed,max_gross_exposure
TGT,2026-07-31,research_fidelity,stressed,max_gross_exposure
ABBV,2026-07-31,research_fidelity,stressed,max_gross_exposure
SOXX,2026-07-31,research_fidelity,stressed,max_gross_exposure
AMZN,2026-07-31,research_fidelity,stressed,max_gross_exposure
MRNA,2026-07-31,research_fidelity,stressed,max_gross_exposure
XLK,2026-07-31,research_fidelity,stressed,max_gross_exposure
GLD,2026-07-31,research_fidelity,stressed,max_gross_exposure
META,2026-07-31,research_fidelity,stressed,max_gross_exposure
EBAY,2026-07-31,research_fidelity,stressed,max_gross_exposure
ETN,2026-07-31,research_fidelity,stressed,max_gross_exposure
CL,2026-07-31,research_fidelity,stressed,max_gross_exposure
MA,2026-07-31,research_fidelity,stressed,max_gross_exposure
APP,2026-07-31,research_fidelity,stressed,max_gross_exposure
DVN,2026-07-31,research_fidelity,stressed,max_gross_exposure
XLRE,2026-07-31,research_fidelity,stressed,max_gross_exposure
MDLZ,2026-07-31,research_fidelity,stressed,max_gross_exposure
MRVL,2026-07-31,research_fidelity,stressed,max_gross_exposure
ABBV,2026-07-31,intended_deployment,zero,max_gross_exposure
SOXX,2026-07-31,intended_deployment,zero,max_gross_exposure
AMZN,2026-07-31,intended_deployment,zero,max_gross_exposure
MRNA,2026-07-31,intended_deployment,zero,max_gross_exposure
XLK,2026-07-31,intended_deployment,zero,max_gross_exposure
GLD,2026-07-31,intended_deployment,zero,max_gross_exposure
META,2026-07-31,intended_deployment,zero,max_gross_exposure
EBAY,2026-07-31,intended_deployment,zero,max_gross_exposure
ETN,2026-07-31,intended_deployment,zero,max_gross_exposure
CL,2026-07-31,intended_deployment,zero,max_gross_exposure
MA,2026-07-31,intended_deployment,zero,max_gross_exposure
APP,2026-07-31,intended_deployment,zero,max_gross_exposure
DVN,2026-07-31,intended_deployment,zero,max_gross_exposure
XLRE,2026-07-31,intended_deployment,zero,max_gross_exposure
MDLZ,2026-07-31,intended_deployment,zero,max_gross_exposure
MRVL,2026-07-31,intended_deployment,zero,max_gross_exposure
SOXX,2026-07-31,intended_deployment,baseline,max_concurrent_positions
AMZN,2026-07-31,intended_deployment,baseline,max_concurrent_positions
MRNA,2026-07-31,intended_deployment,baseline,max_concurrent_positions
XLK,2026-07-31,intended_deployment,baseline,max_concurrent_positions
GLD,2026-07-31,intended_deployment,baseline,max_concurrent_positions
META,2026-07-31,intended_deployment,baseline,max_concurrent_positions
EBAY,2026-07-31,intended_deployment,baseline,max_concurrent_positions
ETN,2026-07-31,intended_deployment,baseline,max_concurrent_positions
CL,2026-07-31,intended_deployment,baseline,max_concurrent_positions
MA,2026-07-31,intended_deployment,baseline,max_concurrent_positions
APP,2026-07-31,intended_deployment,baseline,max_concurrent_positions
DVN,2026-07-31,intended_deployment,baseline,max_concurrent_positions
XLRE,2026-07-31,intended_deployment,baseline,max_concurrent_positions
MDLZ,2026-07-31,intended_deployment,baseline,max_concurrent_positions
MRVL,2026-07-31,intended_deployment,baseline,max_concurrent_positions
SOXX,2026-07-31,intended_deployment,stressed,max_concurrent_positions
AMZN,2026-07-31,intended_deployment,stressed,max_concurrent_positions
MRNA,2026-07-31,intended_deployment,stressed,max_concurrent_positions
XLK,2026-07-31,intended_deployment,stressed,max_concurrent_positions
GLD,2026-07-31,intended_deployment,stressed,max_concurrent_positions
META,2026-07-31,intended_deployment,stressed,max_concurrent_positions
EBAY,2026-07-31,intended_deployment,stressed,max_concurrent_positions
ETN,2026-07-31,intended_deployment,stressed,max_concurrent_positions
CL,2026-07-31,intended_deployment,stressed,max_concurrent_positions
MA,2026-07-31,intended_deployment,stressed,max_concurrent_positions
APP,2026-07-31,intended_deployment,stressed,max_concurrent_positions
DVN,2026-07-31,intended_deployment,stressed,max_concurrent_positions
XLRE,2026-07-31,intended_deployment,stressed,max_concurrent_positions
MDLZ,2026-07-31,intended_deployment,stressed,max_concurrent_positions
MRVL,2026-07-31,intended_deployment,stressed,max_concurrent_positions
