symbol,session_date,scenario,cost_model,reason
CVX,2026-07-08,research_fidelity,stressed,max_gross_exposure
AXP,2026-07-08,research_fidelity,stressed,max_gross_exposure
XOM,2026-07-08,research_fidelity,stressed,max_gross_exposure
ABT,2026-07-08,research_fidelity,stressed,max_gross_exposure
USB,2026-07-08,research_fidelity,stressed,max_gross_exposure
NEM,2026-07-08,research_fidelity,stressed,max_gross_exposure
GE,2026-07-08,research_fidelity,stressed,max_gross_exposure
DVN,2026-07-08,research_fidelity,stressed,max_gross_exposure
IWM,2026-07-08,research_fidelity,stressed,max_gross_exposure
PANW,2026-07-08,research_fidelity,stressed,max_gross_exposure
GILD,2026-07-08,research_fidelity,stressed,max_gross_exposure
MRK,2026-07-08,research_fidelity,stressed,max_gross_exposure
AMT,2026-07-08,research_fidelity,stressed,max_gross_exposure
C,2026-07-08,research_fidelity,stressed,max_gross_exposure
MPC,2026-07-08,research_fidelity,stressed,max_gross_exposure
CVX,2026-07-08,intended_deployment,zero,max_concurrent_positions
AXP,2026-07-08,intended_deployment,zero,max_concurrent_positions
XOM,2026-07-08,intended_deployment,zero,max_concurrent_positions
ABT,2026-07-08,intended_deployment,zero,max_concurrent_positions
USB,2026-07-08,intended_deployment,zero,max_concurrent_positions
NEM,2026-07-08,intended_deployment,zero,max_concurrent_positions
GE,2026-07-08,intended_deployment,zero,max_concurrent_positions
DVN,2026-07-08,intended_deployment,zero,max_concurrent_positions
IWM,2026-07-08,intended_deployment,zero,max_concurrent_positions
PANW,2026-07-08,intended_deployment,zero,max_concurrent_positions
GILD,2026-07-08,intended_deployment,zero,max_concurrent_positions
MRK,2026-07-08,intended_deployment,zero,max_concurrent_positions
AMT,2026-07-08,intended_deployment,zero,max_concurrent_positions
C,2026-07-08,intended_deployment,zero,max_concurrent_positions
MPC,2026-07-08,intended_deployment,zero,max_concurrent_positions
OXY,2026-07-08,intended_deployment,baseline,max_gross_exposure
CVX,2026-07-08,intended_deployment,baseline,max_gross_exposure
AXP,2026-07-08,intended_deployment,baseline,max_gross_exposure
XOM,2026-07-08,intended_deployment,baseline,max_gross_exposure
ABT,2026-07-08,intended_deployment,baseline,max_gross_exposure
USB,2026-07-08,intended_deployment,baseline,max_gross_exposure
NEM,2026-07-08,intended_deployment,baseline,max_gross_exposure
GE,2026-07-08,intended_deployment,baseline,max_gross_exposure
DVN,2026-07-08,intended_deployment,baseline,max_gross_exposure
IWM,2026-07-08,intended_deployment,baseline,max_gross_exposure
PANW,2026-07-08,intended_deployment,baseline,max_gross_exposure
GILD,2026-07-08,intended_deployment,baseline,max_gross_exposure
MRK,2026-07-08,intended_deployment,baseline,max_gross_exposure
AMT,2026-07-08,intended_deployment,baseline,max_gross_exposure
C,2026-07-08,intended_deployment,baseline,max_gross_exposure
MPC,2026-07-08,intended_deployment,baseline,max_gross_exposure
OXY,2026-07-08,intended_deployment,stressed,max_gross_exposure
CVX,2026-07-08,intended_deployment,stressed,max_gross_exposure
AXP,2026-07-08,intended_deployment,stressed,max_gross_exposure
XOM,2026-07-08,intended_deployment,stressed,max_gross_exposure
ABT,2026-07-08,intended_deployment,stressed,max_gross_exposure
USB,2026-07-08,intended_deployment,stressed,max_gross_exposure
NEM,2026-07-08,intended_deployment,stressed,max_gross_exposure
GE,2026-07-08,intended_deployment,stressed,max_gross_exposure
DVN,2026-07-08,intended_deployment,stressed,max_gross_exposure
IWM,2026-07-08,intended_deployment,stressed,max_gross_exposure
PANW,2026-07-08,intended_deployment,stressed,max_gross_exposure
GILD,2026-07-08,intended_deployment,stressed,max_gross_exposure
MRK,2026-07-08,intended_deployment,stressed,max_gross_exposure
AMT,2026-07-08,intended_deployment,stressed,max_gross_exposure
C,2026-07-08,intended_deployment,stressed,max_gross_exposure
MPC,2026-07-08,intended_deployment,stressed,max_gross_exposure
FCX,2026-07-09,research_fidelity,zero,max_gross_exposure
PEP,2026-07-09,research_fidelity,zero,max_gross_exposure
AMAT,2026-07-09,research_fidelity,zero,max_gross_exposure
REGN,2026-07-09,research_fidelity,zero,max_gross_exposure
AVGO,2026-07-09,research_fidelity,zero,max_gross_exposure
MO,2026-07-09,research_fidelity,zero,max_gross_exposure
MSFT,2026-07-09,research_fidelity,zero,max_gross_exposure
SOXX,2026-07-09,research_fidelity,zero,max_gross_exposure
OXY,2026-07-09,research_fidelity,zero,max_gross_exposure
META,2026-07-09,research_fidelity,zero,max_gross_exposure
MRK,2026-07-09,research_fidelity,zero,max_gross_exposure
SBUX,2026-07-09,research_fidelity,zero,max_gross_exposure
PANW,2026-07-09,research_fidelity,zero,max_gross_exposure
GE,2026-07-09,research_fidelity,zero,max_gross_exposure
DE,2026-07-09,research_fidelity,zero,max_gross_exposure
JNJ,2026-07-09,research_fidelity,zero,max_gross_exposure
INTC,2026-07-09,research_fidelity,zero,max_gross_exposure
EOG,2026-07-09,research_fidelity,zero,max_gross_exposure
COP,2026-07-09,research_fidelity,zero,max_gross_exposure
FCX,2026-07-09,research_fidelity,baseline,max_gross_exposure
PEP,2026-07-09,research_fidelity,baseline,max_gross_exposure
AMAT,2026-07-09,research_fidelity,baseline,max_gross_exposure
REGN,2026-07-09,research_fidelity,baseline,max_gross_exposure
AVGO,2026-07-09,research_fidelity,baseline,max_gross_exposure
MO,2026-07-09,research_fidelity,baseline,max_gross_exposure
MSFT,2026-07-09,research_fidelity,baseline,max_gross_exposure
SOXX,2026-07-09,research_fidelity,baseline,max_gross_exposure
OXY,2026-07-09,research_fidelity,baseline,max_gross_exposure
META,2026-07-09,research_fidelity,baseline,max_gross_exposure
MRK,2026-07-09,research_fidelity,baseline,max_gross_exposure
SBUX,2026-07-09,research_fidelity,baseline,max_gross_exposure
PANW,2026-07-09,research_fidelity,baseline,max_gross_exposure
GE,2026-07-09,research_fidelity,baseline,max_gross_exposure
DE,2026-07-09,research_fidelity,baseline,max_gross_exposure
JNJ,2026-07-09,research_fidelity,baseline,max_gross_exposure
INTC,2026-07-09,research_fidelity,baseline,max_gross_exposure
EOG,2026-07-09,research_fidelity,baseline,max_gross_exposure
COP,2026-07-09,research_fidelity,baseline,max_gross_exposure
FCX,2026-07-09,research_fidelity,stressed,max_gross_exposure
PEP,2026-07-09,research_fidelity,stressed,max_gross_exposure
AMAT,2026-07-09,research_fidelity,stressed,max_gross_exposure
REGN,2026-07-09,research_fidelity,stressed,max_gross_exposure
AVGO,2026-07-09,research_fidelity,stressed,max_gross_exposure
MO,2026-07-09,research_fidelity,stressed,max_gross_exposure
MSFT,2026-07-09,research_fidelity,stressed,max_gross_exposure
SOXX,2026-07-09,research_fidelity,stressed,max_gross_exposure
OXY,2026-07-09,research_fidelity,stressed,max_gross_exposure
META,2026-07-09,research_fidelity,stressed,max_gross_exposure
MRK,2026-07-09,research_fidelity,stressed,max_gross_exposure
SBUX,2026-07-09,research_fidelity,stressed,max_gross_exposure
PANW,2026-07-09,research_fidelity,stressed,max_gross_exposure
GE,2026-07-09,research_fidelity,stressed,max_gross_exposure
DE,2026-07-09,research_fidelity,stressed,max_gross_exposure
JNJ,2026-07-09,research_fidelity,stressed,max_gross_exposure
INTC,2026-07-09,research_fidelity,stressed,max_gross_exposure
EOG,2026-07-09,research_fidelity,stressed,max_gross_exposure
COP,2026-07-09,research_fidelity,stressed,max_gross_exposure
REGN,2026-07-09,intended_deployment,zero,max_gross_exposure
AVGO,2026-07-09,intended_deployment,zero,max_gross_exposure
MO,2026-07-09,intended_deployment,zero,max_gross_exposure
MSFT,2026-07-09,intended_deployment,zero,max_gross_exposure
SOXX,2026-07-09,intended_deployment,zero,max_gross_exposure
OXY,2026-07-09,intended_deployment,zero,max_gross_exposure
META,2026-07-09,intended_deployment,zero,max_gross_exposure
MRK,2026-07-09,intended_deployment,zero,max_gross_exposure
SBUX,2026-07-09,intended_deployment,zero,max_gross_exposure
PANW,2026-07-09,intended_deployment,zero,max_gross_exposure
GE,2026-07-09,intended_deployment,zero,max_gross_exposure
DE,2026-07-09,intended_deployment,zero,max_gross_exposure
JNJ,2026-07-09,intended_deployment,zero,max_gross_exposure
INTC,2026-07-09,intended_deployment,zero,max_gross_exposure
EOG,2026-07-09,intended_deployment,zero,max_gross_exposure
COP,2026-07-09,intended_deployment,zero,max_gross_exposure
REGN,2026-07-09,intended_deployment,baseline,max_gross_exposure
AVGO,2026-07-09,intended_deployment,baseline,max_gross_exposure
MO,2026-07-09,intended_deployment,baseline,max_gross_exposure
MSFT,2026-07-09,intended_deployment,baseline,max_gross_exposure
SOXX,2026-07-09,intended_deployment,baseline,max_gross_exposure
OXY,2026-07-09,intended_deployment,baseline,max_gross_exposure
META,2026-07-09,intended_deployment,baseline,max_gross_exposure
MRK,2026-07-09,intended_deployment,baseline,max_gross_exposure
SBUX,2026-07-09,intended_deployment,baseline,max_gross_exposure
PANW,2026-07-09,intended_deployment,baseline,max_gross_exposure
GE,2026-07-09,intended_deployment,baseline,max_gross_exposure
DE,2026-07-09,intended_deployment,baseline,max_gross_exposure
JNJ,2026-07-09,intended_deployment,baseline,max_gross_exposure
INTC,2026-07-09,intended_deployment,baseline,max_gross_exposure
EOG,2026-07-09,intended_deployment,baseline,max_gross_exposure
COP,2026-07-09,intended_deployment,baseline,max_gross_exposure
REGN,2026-07-09,intended_deployment,stressed,max_gross_exposure
AVGO,2026-07-09,intended_deployment,stressed,max_gross_exposure
MO,2026-07-09,intended_deployment,stressed,max_gross_exposure
MSFT,2026-07-09,intended_deployment,stressed,max_gross_exposure
SOXX,2026-07-09,intended_deployment,stressed,max_gross_exposure
OXY,2026-07-09,intended_deployment,stressed,max_gross_exposure
META,2026-07-09,intended_deployment,stressed,max_gross_exposure
MRK,2026-07-09,intended_deployment,stressed,max_gross_exposure
SBUX,2026-07-09,intended_deployment,stressed,max_gross_exposure
PANW,2026-07-09,intended_deployment,stressed,max_gross_exposure
GE,2026-07-09,intended_deployment,stressed,max_gross_exposure
DE,2026-07-09,intended_deployment,stressed,max_gross_exposure
JNJ,2026-07-09,intended_deployment,stressed,max_gross_exposure
INTC,2026-07-09,intended_deployment,stressed,max_gross_exposure
EOG,2026-07-09,intended_deployment,stressed,max_gross_exposure
COP,2026-07-09,intended_deployment,stressed,max_gross_exposure
MO,2026-07-10,research_fidelity,zero,max_gross_exposure
XLB,2026-07-10,research_fidelity,zero,max_gross_exposure
ORCL,2026-07-10,research_fidelity,zero,max_gross_exposure
XLF,2026-07-10,research_fidelity,zero,max_gross_exposure
BX,2026-07-10,research_fidelity,zero,max_gross_exposure
SOXX,2026-07-10,research_fidelity,zero,max_gross_exposure
CRWD,2026-07-10,research_fidelity,zero,max_gross_exposure
MRNA,2026-07-10,research_fidelity,zero,max_gross_exposure
MPC,2026-07-10,research_fidelity,zero,max_gross_exposure
ABBV,2026-07-10,research_fidelity,zero,max_gross_exposure
MA,2026-07-10,research_fidelity,zero,max_gross_exposure
GOOGL,2026-07-10,research_fidelity,zero,max_gross_exposure
MCD,2026-07-10,research_fidelity,zero,max_gross_exposure
REGN,2026-07-10,research_fidelity,zero,max_gross_exposure
NFLX,2026-07-10,research_fidelity,zero,max_gross_exposure
XLI,2026-07-10,research_fidelity,zero,max_gross_exposure
PEP,2026-07-10,research_fidelity,zero,max_gross_exposure
MO,2026-07-10,research_fidelity,baseline,max_gross_exposure
XLB,2026-07-10,research_fidelity,baseline,max_gross_exposure
ORCL,2026-07-10,research_fidelity,baseline,max_gross_exposure
XLF,2026-07-10,research_fidelity,baseline,max_gross_exposure
BX,2026-07-10,research_fidelity,baseline,max_gross_exposure
SOXX,2026-07-10,research_fidelity,baseline,max_gross_exposure
CRWD,2026-07-10,research_fidelity,baseline,max_gross_exposure
MRNA,2026-07-10,research_fidelity,baseline,max_gross_exposure
MPC,2026-07-10,research_fidelity,baseline,max_gross_exposure
ABBV,2026-07-10,research_fidelity,baseline,max_gross_exposure
MA,2026-07-10,research_fidelity,baseline,max_gross_exposure
GOOGL,2026-07-10,research_fidelity,baseline,max_gross_exposure
MCD,2026-07-10,research_fidelity,baseline,max_gross_exposure
REGN,2026-07-10,research_fidelity,baseline,max_gross_exposure
NFLX,2026-07-10,research_fidelity,baseline,max_gross_exposure
XLI,2026-07-10,research_fidelity,baseline,max_gross_exposure
PEP,2026-07-10,research_fidelity,baseline,max_gross_exposure
MO,2026-07-10,research_fidelity,stressed,max_gross_exposure
XLB,2026-07-10,research_fidelity,stressed,max_gross_exposure
ORCL,2026-07-10,research_fidelity,stressed,max_gross_exposure
XLF,2026-07-10,research_fidelity,stressed,max_gross_exposure
BX,2026-07-10,research_fidelity,stressed,max_gross_exposure
SOXX,2026-07-10,research_fidelity,stressed,max_gross_exposure
CRWD,2026-07-10,research_fidelity,stressed,max_gross_exposure
MRNA,2026-07-10,research_fidelity,stressed,max_gross_exposure
MPC,2026-07-10,research_fidelity,stressed,max_gross_exposure
ABBV,2026-07-10,research_fidelity,stressed,max_gross_exposure
MA,2026-07-10,research_fidelity,stressed,max_gross_exposure
GOOGL,2026-07-10,research_fidelity,stressed,max_gross_exposure
MCD,2026-07-10,research_fidelity,stressed,max_gross_exposure
REGN,2026-07-10,research_fidelity,stressed,max_gross_exposure
NFLX,2026-07-10,research_fidelity,stressed,max_gross_exposure
XLI,2026-07-10,research_fidelity,stressed,max_gross_exposure
PEP,2026-07-10,research_fidelity,stressed,max_gross_exposure
XLF,2026-07-10,intended_deployment,zero,max_gross_exposure
BX,2026-07-10,intended_deployment,zero,max_gross_exposure
SOXX,2026-07-10,intended_deployment,zero,max_gross_exposure
CRWD,2026-07-10,intended_deployment,zero,max_gross_exposure
MRNA,2026-07-10,intended_deployment,zero,max_gross_exposure
MPC,2026-07-10,intended_deployment,zero,max_gross_exposure
ABBV,2026-07-10,intended_deployment,zero,max_gross_exposure
MA,2026-07-10,intended_deployment,zero,max_gross_exposure
GOOGL,2026-07-10,intended_deployment,zero,max_gross_exposure
MCD,2026-07-10,intended_deployment,zero,max_gross_exposure
REGN,2026-07-10,intended_deployment,zero,max_gross_exposure
NFLX,2026-07-10,intended_deployment,zero,max_gross_exposure
XLI,2026-07-10,intended_deployment,zero,max_gross_exposure
PEP,2026-07-10,intended_deployment,zero,max_gross_exposure
BX,2026-07-10,intended_deployment,baseline,max_concurrent_positions
SOXX,2026-07-10,intended_deployment,baseline,max_concurrent_positions
CRWD,2026-07-10,intended_deployment,baseline,max_concurrent_positions
MRNA,2026-07-10,intended_deployment,baseline,max_concurrent_positions
MPC,2026-07-10,intended_deployment,baseline,max_concurrent_positions
ABBV,2026-07-10,intended_deployment,baseline,max_concurrent_positions
MA,2026-07-10,intended_deployment,baseline,max_concurrent_positions
GOOGL,2026-07-10,intended_deployment,baseline,max_concurrent_positions
MCD,2026-07-10,intended_deployment,baseline,max_concurrent_positions
REGN,2026-07-10,intended_deployment,baseline,max_concurrent_positions
NFLX,2026-07-10,intended_deployment,baseline,max_concurrent_positions
XLI,2026-07-10,intended_deployment,baseline,max_concurrent_positions
PEP,2026-07-10,intended_deployment,baseline,max_concurrent_positions
BX,2026-07-10,intended_deployment,stressed,max_concurrent_positions
SOXX,2026-07-10,intended_deployment,stressed,max_concurrent_positions
CRWD,2026-07-10,intended_deployment,stressed,max_concurrent_positions
MRNA,2026-07-10,intended_deployment,stressed,max_concurrent_positions
MPC,2026-07-10,intended_deployment,stressed,max_concurrent_positions
ABBV,2026-07-10,intended_deployment,stressed,max_concurrent_positions
MA,2026-07-10,intended_deployment,stressed,max_concurrent_positions
GOOGL,2026-07-10,intended_deployment,stressed,max_concurrent_positions
MCD,2026-07-10,intended_deployment,stressed,max_concurrent_positions
REGN,2026-07-10,intended_deployment,stressed,max_concurrent_positions
NFLX,2026-07-10,intended_deployment,stressed,max_concurrent_positions
XLI,2026-07-10,intended_deployment,stressed,max_concurrent_positions
PEP,2026-07-10,intended_deployment,stressed,max_concurrent_positions
KKR,2026-07-13,research_fidelity,zero,max_gross_exposure
MPC,2026-07-13,research_fidelity,zero,max_gross_exposure
MCD,2026-07-13,research_fidelity,zero,max_gross_exposure
CMG,2026-07-13,research_fidelity,zero,max_gross_exposure
XLC,2026-07-13,research_fidelity,zero,max_gross_exposure
DECK,2026-07-13,research_fidelity,zero,max_gross_exposure
OXY,2026-07-13,research_fidelity,zero,max_gross_exposure
NFLX,2026-07-13,research_fidelity,zero,max_gross_exposure
CI,2026-07-13,research_fidelity,zero,max_gross_exposure
XLI,2026-07-13,research_fidelity,zero,max_gross_exposure
ABT,2026-07-13,research_fidelity,zero,max_gross_exposure
XLE,2026-07-13,research_fidelity,zero,max_gross_exposure
TJX,2026-07-13,research_fidelity,zero,max_gross_exposure
ELV,2026-07-13,research_fidelity,zero,max_gross_exposure
KKR,2026-07-13,research_fidelity,baseline,max_gross_exposure
MPC,2026-07-13,research_fidelity,baseline,max_gross_exposure
MCD,2026-07-13,research_fidelity,baseline,max_gross_exposure
CMG,2026-07-13,research_fidelity,baseline,max_gross_exposure
XLC,2026-07-13,research_fidelity,baseline,max_gross_exposure
DECK,2026-07-13,research_fidelity,baseline,max_gross_exposure
OXY,2026-07-13,research_fidelity,baseline,max_gross_exposure
NFLX,2026-07-13,research_fidelity,baseline,max_gross_exposure
CI,2026-07-13,research_fidelity,baseline,max_gross_exposure
XLI,2026-07-13,research_fidelity,baseline,max_gross_exposure
ABT,2026-07-13,research_fidelity,baseline,max_gross_exposure
XLE,2026-07-13,research_fidelity,baseline,max_gross_exposure
TJX,2026-07-13,research_fidelity,baseline,max_gross_exposure
ELV,2026-07-13,research_fidelity,baseline,max_gross_exposure
KKR,2026-07-13,research_fidelity,stressed,max_gross_exposure
MPC,2026-07-13,research_fidelity,stressed,max_gross_exposure
MCD,2026-07-13,research_fidelity,stressed,max_gross_exposure
CMG,2026-07-13,research_fidelity,stressed,max_gross_exposure
XLC,2026-07-13,research_fidelity,stressed,max_gross_exposure
DECK,2026-07-13,research_fidelity,stressed,max_gross_exposure
OXY,2026-07-13,research_fidelity,stressed,max_gross_exposure
NFLX,2026-07-13,research_fidelity,stressed,max_gross_exposure
CI,2026-07-13,research_fidelity,stressed,max_gross_exposure
XLI,2026-07-13,research_fidelity,stressed,max_gross_exposure
ABT,2026-07-13,research_fidelity,stressed,max_gross_exposure
XLE,2026-07-13,research_fidelity,stressed,max_gross_exposure
TJX,2026-07-13,research_fidelity,stressed,max_gross_exposure
ELV,2026-07-13,research_fidelity,stressed,max_gross_exposure
CMG,2026-07-13,intended_deployment,zero,max_gross_exposure
INTC,2026-07-13,intended_deployment,zero,max_gross_exposure
XLC,2026-07-13,intended_deployment,zero,max_gross_exposure
DECK,2026-07-13,intended_deployment,zero,max_gross_exposure
MRNA,2026-07-13,intended_deployment,zero,max_gross_exposure
OXY,2026-07-13,intended_deployment,zero,max_gross_exposure
NFLX,2026-07-13,intended_deployment,zero,max_gross_exposure
CI,2026-07-13,intended_deployment,zero,max_gross_exposure
XLI,2026-07-13,intended_deployment,zero,max_gross_exposure
ABT,2026-07-13,intended_deployment,zero,max_gross_exposure
XLE,2026-07-13,intended_deployment,zero,max_gross_exposure
TJX,2026-07-13,intended_deployment,zero,max_gross_exposure
ELV,2026-07-13,intended_deployment,zero,max_gross_exposure
CMG,2026-07-13,intended_deployment,baseline,max_gross_exposure
INTC,2026-07-13,intended_deployment,baseline,max_gross_exposure
XLC,2026-07-13,intended_deployment,baseline,max_gross_exposure
DECK,2026-07-13,intended_deployment,baseline,max_gross_exposure
MRNA,2026-07-13,intended_deployment,baseline,max_gross_exposure
OXY,2026-07-13,intended_deployment,baseline,max_gross_exposure
NFLX,2026-07-13,intended_deployment,baseline,max_gross_exposure
CI,2026-07-13,intended_deployment,baseline,max_gross_exposure
XLI,2026-07-13,intended_deployment,baseline,max_gross_exposure
ABT,2026-07-13,intended_deployment,baseline,max_gross_exposure
XLE,2026-07-13,intended_deployment,baseline,max_gross_exposure
TJX,2026-07-13,intended_deployment,baseline,max_gross_exposure
ELV,2026-07-13,intended_deployment,baseline,max_gross_exposure
CMG,2026-07-13,intended_deployment,stressed,max_gross_exposure
INTC,2026-07-13,intended_deployment,stressed,max_gross_exposure
XLC,2026-07-13,intended_deployment,stressed,max_gross_exposure
DECK,2026-07-13,intended_deployment,stressed,max_gross_exposure
MRNA,2026-07-13,intended_deployment,stressed,max_gross_exposure
OXY,2026-07-13,intended_deployment,stressed,max_gross_exposure
NFLX,2026-07-13,intended_deployment,stressed,max_gross_exposure
CI,2026-07-13,intended_deployment,stressed,max_gross_exposure
XLI,2026-07-13,intended_deployment,stressed,max_gross_exposure
ABT,2026-07-13,intended_deployment,stressed,max_gross_exposure
XLE,2026-07-13,intended_deployment,stressed,max_gross_exposure
TJX,2026-07-13,intended_deployment,stressed,max_gross_exposure
ELV,2026-07-13,intended_deployment,stressed,max_gross_exposure
WFC,2026-07-14,research_fidelity,zero,max_gross_exposure
ISRG,2026-07-14,research_fidelity,zero,max_gross_exposure
OXY,2026-07-14,research_fidelity,zero,max_gross_exposure
JPM,2026-07-14,research_fidelity,zero,max_gross_exposure
GS,2026-07-14,research_fidelity,zero,max_gross_exposure
DXCM,2026-07-14,research_fidelity,zero,max_gross_exposure
C,2026-07-14,research_fidelity,zero,max_gross_exposure
EOG,2026-07-14,research_fidelity,zero,max_gross_exposure
TGT,2026-07-14,research_fidelity,zero,max_gross_exposure
ABT,2026-07-14,research_fidelity,zero,max_gross_exposure
GE,2026-07-14,research_fidelity,zero,max_gross_exposure
MDT,2026-07-14,research_fidelity,zero,max_gross_exposure
CVX,2026-07-14,research_fidelity,zero,max_gross_exposure
PM,2026-07-14,research_fidelity,zero,max_gross_exposure
XLB,2026-07-14,research_fidelity,zero,max_gross_exposure
LLY,2026-07-14,research_fidelity,zero,max_gross_exposure
XLE,2026-07-14,research_fidelity,zero,max_gross_exposure
DIA,2026-07-14,research_fidelity,zero,max_gross_exposure
COF,2026-07-14,research_fidelity,zero,max_gross_exposure
CI,2026-07-14,research_fidelity,baseline,max_gross_exposure
ISRG,2026-07-14,research_fidelity,baseline,max_gross_exposure
OXY,2026-07-14,research_fidelity,baseline,max_gross_exposure
JPM,2026-07-14,research_fidelity,baseline,max_gross_exposure
GS,2026-07-14,research_fidelity,baseline,max_gross_exposure
DXCM,2026-07-14,research_fidelity,baseline,max_gross_exposure
C,2026-07-14,research_fidelity,baseline,max_gross_exposure
EOG,2026-07-14,research_fidelity,baseline,max_gross_exposure
TGT,2026-07-14,research_fidelity,baseline,max_gross_exposure
ABT,2026-07-14,research_fidelity,baseline,max_gross_exposure
GE,2026-07-14,research_fidelity,baseline,max_gross_exposure
MDT,2026-07-14,research_fidelity,baseline,max_gross_exposure
CVX,2026-07-14,research_fidelity,baseline,max_gross_exposure
PM,2026-07-14,research_fidelity,baseline,max_gross_exposure
XLB,2026-07-14,research_fidelity,baseline,max_gross_exposure
LLY,2026-07-14,research_fidelity,baseline,max_gross_exposure
XLE,2026-07-14,research_fidelity,baseline,max_gross_exposure
DIA,2026-07-14,research_fidelity,baseline,max_gross_exposure
COF,2026-07-14,research_fidelity,baseline,max_gross_exposure
CI,2026-07-14,research_fidelity,stressed,max_gross_exposure
ISRG,2026-07-14,research_fidelity,stressed,max_gross_exposure
OXY,2026-07-14,research_fidelity,stressed,max_gross_exposure
JPM,2026-07-14,research_fidelity,stressed,max_gross_exposure
GS,2026-07-14,research_fidelity,stressed,max_gross_exposure
DXCM,2026-07-14,research_fidelity,stressed,max_gross_exposure
C,2026-07-14,research_fidelity,stressed,max_gross_exposure
EOG,2026-07-14,research_fidelity,stressed,max_gross_exposure
TGT,2026-07-14,research_fidelity,stressed,max_gross_exposure
ABT,2026-07-14,research_fidelity,stressed,max_gross_exposure
GE,2026-07-14,research_fidelity,stressed,max_gross_exposure
MDT,2026-07-14,research_fidelity,stressed,max_gross_exposure
CVX,2026-07-14,research_fidelity,stressed,max_gross_exposure
PM,2026-07-14,research_fidelity,stressed,max_gross_exposure
XLB,2026-07-14,research_fidelity,stressed,max_gross_exposure
LLY,2026-07-14,research_fidelity,stressed,max_gross_exposure
XLE,2026-07-14,research_fidelity,stressed,max_gross_exposure
DIA,2026-07-14,research_fidelity,stressed,max_gross_exposure
COF,2026-07-14,research_fidelity,stressed,max_gross_exposure
JPM,2026-07-14,intended_deployment,zero,max_gross_exposure
GS,2026-07-14,intended_deployment,zero,max_gross_exposure
DXCM,2026-07-14,intended_deployment,zero,max_gross_exposure
C,2026-07-14,intended_deployment,zero,max_gross_exposure
EOG,2026-07-14,intended_deployment,zero,max_gross_exposure
TGT,2026-07-14,intended_deployment,zero,max_gross_exposure
ABT,2026-07-14,intended_deployment,zero,max_gross_exposure
GE,2026-07-14,intended_deployment,zero,max_gross_exposure
MDT,2026-07-14,intended_deployment,zero,max_gross_exposure
CVX,2026-07-14,intended_deployment,zero,max_gross_exposure
PM,2026-07-14,intended_deployment,zero,max_gross_exposure
XLB,2026-07-14,intended_deployment,zero,max_gross_exposure
LLY,2026-07-14,intended_deployment,zero,max_gross_exposure
XLE,2026-07-14,intended_deployment,zero,max_gross_exposure
DIA,2026-07-14,intended_deployment,zero,max_gross_exposure
COF,2026-07-14,intended_deployment,zero,max_gross_exposure
GS,2026-07-14,intended_deployment,baseline,max_concurrent_positions
DXCM,2026-07-14,intended_deployment,baseline,max_concurrent_positions
C,2026-07-14,intended_deployment,baseline,max_concurrent_positions
EOG,2026-07-14,intended_deployment,baseline,max_concurrent_positions
TGT,2026-07-14,intended_deployment,baseline,max_concurrent_positions
ABT,2026-07-14,intended_deployment,baseline,max_concurrent_positions
GE,2026-07-14,intended_deployment,baseline,max_concurrent_positions
MDT,2026-07-14,intended_deployment,baseline,max_concurrent_positions
CVX,2026-07-14,intended_deployment,baseline,max_concurrent_positions
PM,2026-07-14,intended_deployment,baseline,max_concurrent_positions
XLB,2026-07-14,intended_deployment,baseline,max_concurrent_positions
LLY,2026-07-14,intended_deployment,baseline,max_concurrent_positions
XLE,2026-07-14,intended_deployment,baseline,max_concurrent_positions
DIA,2026-07-14,intended_deployment,baseline,max_concurrent_positions
COF,2026-07-14,intended_deployment,baseline,max_concurrent_positions
JPM,2026-07-14,intended_deployment,stressed,max_gross_exposure
GS,2026-07-14,intended_deployment,stressed,max_gross_exposure
DXCM,2026-07-14,intended_deployment,stressed,max_gross_exposure
C,2026-07-14,intended_deployment,stressed,max_gross_exposure
EOG,2026-07-14,intended_deployment,stressed,max_gross_exposure
TGT,2026-07-14,intended_deployment,stressed,max_gross_exposure
ABT,2026-07-14,intended_deployment,stressed,max_gross_exposure
GE,2026-07-14,intended_deployment,stressed,max_gross_exposure
MDT,2026-07-14,intended_deployment,stressed,max_gross_exposure
CVX,2026-07-14,intended_deployment,stressed,max_gross_exposure
PM,2026-07-14,intended_deployment,stressed,max_gross_exposure
XLB,2026-07-14,intended_deployment,stressed,max_gross_exposure
LLY,2026-07-14,intended_deployment,stressed,max_gross_exposure
XLE,2026-07-14,intended_deployment,stressed,max_gross_exposure
DIA,2026-07-14,intended_deployment,stressed,max_gross_exposure
COF,2026-07-14,intended_deployment,stressed,max_gross_exposure
CVS,2026-07-15,research_fidelity,zero,max_gross_exposure
TGT,2026-07-15,research_fidelity,zero,max_gross_exposure
C,2026-07-15,research_fidelity,zero,max_gross_exposure
WFC,2026-07-15,research_fidelity,zero,max_gross_exposure
GS,2026-07-15,research_fidelity,zero,max_gross_exposure
MS,2026-07-15,research_fidelity,zero,max_gross_exposure
ABBV,2026-07-15,research_fidelity,zero,max_gross_exposure
CRWD,2026-07-15,research_fidelity,zero,max_gross_exposure
MCD,2026-07-15,research_fidelity,zero,max_gross_exposure
JPM,2026-07-15,research_fidelity,zero,max_gross_exposure
JNJ,2026-07-15,research_fidelity,zero,max_gross_exposure
